source_id	table_role	uri	version_id	bytes	sha256	etag	last_modified_utc	retrieved_utc	schema_sha256	license_status	redistribution_policy
loewenstein_2015_publication_data	raw_longitudinal_table	https://decision-making-lab.com/data/spines/publication_data.csv	unversioned_author_host_content_lock_2026-08-31	569938	2f6343606f62abb07b82491a71f0e4a4a898923d2bcf86aa4be8d596276d0062	8b252-5cb8b404a82eb	2021-09-09T07:50:23Z	2026-08-31T08:31:16Z	5f695db3ee5f4818e1e580d447e5d5bf1ac6f5fe64d3d3a16338cf91012bd718	not_stated	metadata_and_hash_only_no_raw_vendoring
loewenstein_2015_data_dictionary	schema_dictionary	https://decision-making-lab.com/data/spines/spines.html	unversioned_author_host_content_lock_2026-08-31	4850	995bdb601f6ff71cd5877486dfdd0576db576c15effcc8c52db560eb523d9657			2026-08-31T08:31:16Z	5f695db3ee5f4818e1e580d447e5d5bf1ac6f5fe64d3d3a16338cf91012bd718	not_stated	metadata_and_hash_only_no_raw_vendoring
